,title,company,location,count,summary,link,uniqueid
726,Data Scientist,Highmark Inc,"Pittsburgh, PA",1,"            Highmark Health and its affiliates take affirmative action to employ and advance in employment individuals without regard to race, color, religion, sex,…",https://www.indeed.com/rc/clk?jk=57e6aca0b8e510ca&fccid=05de1bb29b7bb370&vjs=3,d73ecd14fc1b4f1332958688f2fcd04e
727,Data Scientist,"GreenZone Solutions, Inc.","Arlington, VA",1,"            Knowledge and experience utilizing open source and business intelligence tools such as Python, R, Java, and SQL.",https://www.indeed.com/rc/clk?jk=00ea74f675d2adcb&fccid=044ea5b5913bd31a&vjs=3,15302a846d92d9612755f201df10e884
728,Computer Scientist (Data Scientist),US Department of the Army,"Arlington, VA",1,            Office of Business Transformation is the Principal Staff Assistant and advisor to the Under Secretary of the Army as the Chief Management Officer for all…,https://www.indeed.com/rc/clk?jk=2a5f95b86495464a&fccid=c3b8389ba1f05d96&vjs=3,b322b81fab5aa662534bcb1f9e694ea3
729,"Data Scientist, Bloomberg Law",Bloomberg,"Princeton, NJ",1,"            You also have an ability to fail fast, and know when to switch approach and creatively think of an alternate solution. Does this sound like you?",https://www.indeed.com/rc/clk?jk=6753563cb7d9b1f3&fccid=f770da67b3b51c62&vjs=3,d6c462c831a669670cbef1f0d5228c04
730,Senior Data Scientist,Blue Cross Blue Shield of North Carolina,"Durham, NC",1,"            Deep knowledge of machine learning, statistics, optimization or related field. Master's Degree in Data Science, Applied Mathematics, Computer science,…",https://www.indeed.com/rc/clk?jk=782041d853b9cb73&fccid=cfa982d1fe03b472&vjs=3,662a599cbe8160a8e5b798e565bf1eda
731,Agronomic Data Scientist,Corteva Agriscience,"Johnston, IA",1,"            We need Soil, Plant, or Agronomic Data Scientists to collaborate with visionary crop scientists, agronomists, plant breeders, and engineers to build digitally…",https://www.indeed.com/rc/clk?jk=36dbb3779b5207f1&fccid=d2536e400fa1f147&vjs=3,91c30edf6d2e7db6470c92b168ee9226
732,Data Science Internship,Nike,"Beaverton, OR",1,            We'll drive marketplace health and mutual profitability by delivering insights to help our business partners manage supply and inventory investments and drive…,https://www.indeed.com/rc/clk?jk=0a1748836ea179c1&fccid=2c62e4de04b8f952&vjs=3,f140eda0133f0220999ee6bd1ae065ae
733,Data Scientist I,AT&T,"Dallas, TX",1,"            Develops effective internal controls designed to promote adherence with applicable laws, accreditation agency requirements, and federal, state, and private…",https://www.indeed.com/rc/clk?jk=2f42615d411c12dc&fccid=b8b3b56874cc25bb&vjs=3,be5169c05b2744504fc7928c15b1df68
734,Data Scientist (Government),Aurora,"Collinsville, IL",1,"            Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with tools…",https://www.indeed.com/rc/clk?jk=35db818d30f60443&fccid=25b5166547bbf543&vjs=3,a4bd074b865d8aeeda91798dcd5fbfa6
735,Data Scientist,Nehemiah Security,"San Francisco, CA",1,"            Aurora works at the intersection of rigorous engineering and applied machine learning to address one of the most challenging, important, and interesting…",https://www.indeed.com/rc/clk?jk=8c002d69ba6c8641&fccid=bf003825a010abf2&vjs=3,73781a1c772b9c243907533567f7007d
736,Data Scientist,Bowery Farming,NA,1,            We're growing fast and we're looking for hard working people who are driven by professional and personal growth to help us disrupt the cyber analytics market.,https://www.indeed.com/rc/clk?jk=dca5cb33ec9b2339&fccid=95595c289f5074c2&vjs=3,bd8420ac6142b094398f3f10288d3474
737,Data Scientist,Jar House,"Conshohocken, PA",1,"            Professional experience with data science projects, building algorithms and working through the analytics life cycle.",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D7k24lLC5ROXcpLmsL7XxHKhmd7RJZcQyzOFQAFc0mO07AFi-_qh6VMTFRZYTEo_pRZDIXhj-A9dhZisPPMRq1ipYhnwVxbPZB8moGMEUJ_2gbjIg48XOP3utJgum7soh6ryfQeFpBbbt-AdHTGP2ITOrem_v8DdpaZRU2e1C8_0g8IB6N3ee24z19XNV16VvilNOLM9qNUxXzY9nD9We2wkU-q5qPqb-viwgEHP5eYWmkfM4Rztj3jwS1JFU4HBDisK9x_uZVy8pZKSQQs13QQYm8JdgPVHa3_2sAoK7CDhk0OotzoO57GGQG9ePNpfdR9zCBnUmfqz8mhjZInivZUEdglbL-Ye0Ar_7IqGVPthpKvrEkTRYtwv11SGUAovEF-X0uJBh7N37tdXDg_1eBJtTFMuDiMEg=&p=11&fvj=1&vjs=3,46c73a063fd0f60044132842ac520584
738,Data Scientist,BestReviews,"Atlanta, GA",1,            F i n e r P r i n t: Experience in developing and evaluating machine learning models. Health Benefits- We have you covered from your head to your toes with…,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AE8bVi0RtR35Rvy-vaXsqBXG7RFkZayexUxYBuZyDr4dj-DfHO8HeIoQz78pwGGT1tpXjGYNMtwqsfT8NBs4dWfhDsvCXqZ-uQw5VkmP5uCqk2fLYm6odC8q-QIskOInFzG6osjHxFI49d0WSh3SPnrGgOYIYm1GDlrTsjI70jRern44T5Yk0a3NKpY3XbX4LUKFbIU-Vo-aQQdcVJeIy12ol42Fr15rI5dCzcwGopw-Y3N5fuow302rAnUZOldCdRaov63NzQDSyYyLmaNgHntS4YVT_kHHULEYb4uh8ziyDyUhWF8Wv8vLoYCoNtJTpJr0bJgivk_YOm-VK3ghgCY0mlJctH-Xq3oU_YCtySPXOpXAe2kfKUqxVlhstI19wkmRMMvzUdNDFqx8y4tNimxbYHvkxvn92df_MtmrbTYqaDEBv7m3L05xXfxFT7LCMU8-go45H-MjDRsw0OkyOtVhf0zfaKPHjH8Ir8bGMHUViUsyJwqJGq6iOnu40U_zc=&p=12&fvj=0&vjs=3,79cdd7de61600ca4c5e78c9a988def03
739,Data Scientist,Capital Lighting Fixture Company,"San Francisco, CA",1,            Experience with machine learning is a plus. Create processes to support key metrics data and manage this data. This role is full-time based in San Francisco.,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BfIQYuIlFPJvCnPBPfsjtoOKkm6zQOy3MTdZ7WA9rSinzkt5GqabLNZp3PP7UaJNZPDVJkSIIMYlGEHkUh__zyAlJ6SzZhJy4pN862L22zVXnVrb7UwOV4biMKUO5Bq7QmuLpB-SnB6wfcqnweB8HNFr9ZJ9APLXZQfmz1UEMoAubhDbikTCAa0lTyIQpgetZY45BY9Qxy9PMVi4mGffljIQi00klP5MDKG5oTGeEm-h0wdieFcrl8zylbIGZ52YyWhBnzgmIe7-O5cTWpssqoxlZ_xtg0GDjqk0akVcr95ZMSIJqR6knCkLqqgz9MWHo2BOCtzmMV11INIAj6gs5oq_uCuP0jHjV2zCRqAl7UBqd8lWhgYgBA1TXnT386vHg8GLiPD4U-tfsnKU8VGmGa&p=13&fvj=0&vjs=3,a8b82fa3689ea6dbe491cc9da75449d9
740,Data Scientist,"SemanticBits, LLC","Flowery Branch, GA",1,"            Bachelor’s (or higher) Degree in Statistics, Data Analytics, Computer Science, Applied Math, Economics or related field. Flowery Branch, GA 30542 (Required).",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dqr9wYYPKWwlrStAk6pCOWy9-KjSBVtoKNAqiS0oZw8xq5F600YfmMUJTliugz5-P_R1-FlpzkYpjfwdIY9qQYPHes0Bvx6O9FFJ0p0oRopYPgiM2QXWJ6fVIol5RVk_X0zqKYjKoCGWfB8758BiDI6ORxBRFoXyt6OkvZKo_Hgnw7wmi7XutxtKchDmVaHpJ89Ld79bFaz9gmw8JUWmjhqdRozg29kcIbOJrrcKZTa-0TqmyCfz-VpyrJ57dH9mA-9mXdo6s2yVnF1YcjytC08mqtzNS8GVerdgiEvc0-MgUUp594kMinQ2O-GrOKrGNTEnzasC9D_leROMV4tswT9-FHO-Q9Vvn278o0Ql-h7zpaOIv8HZ7f3wTFNhBustPm42CHrv7CHuRKVU8TKWXTs5gB8cgmDPqzSibjJ4e3SQ==&p=14&fvj=1&vjs=3,ec4dd4a02c8198434f553b341e23d4a0
741,Data Scientist-Remote,Valassis Digital,"Herndon, VA",1,"            Strong grasp of statistics, programming, and modeling techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)…",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BxmNod1rWr7hmeuQGmVuAIvmx_E0Ms9JF_1bsaXh8lwoTVXmvIxGn6qqN8fhu-8_PwIjoy06huyGlwBHtnVAvNVG0MhxqMw49KRZxlF0J87YkK7Rf8JzZucY7bEMfF1NUF8-5PDw0nh3R73vJrkTujb1hWz_uw2VEg5008fGMt3FPQV62-1WTo_6nDPl5m0uxJskSULsitCfuTQ_psAK13w0KYvPW5s9N69d2I1_v6Hy38TzP_wkIrCQKc-8Lfm2BYrOuwZFyLQGupgzuHTXoxi06SkuJcxUjJlTOoLXpLzrvFBPgy5XUpPW0Now0fexNu3JJdLP2O411nivfTx-JDWyKt3Q5HO2KAiTb23ojTmfKrk1dn7jqlFprLG2w2EqXZ99wxlpRzB1fHcNZIfqR0PRwP0pUyJqkx860FMsxM8pDzg7VTh9TD&p=15&fvj=1&vjs=3,92f7c67ab70a22c671d614d5e35a8378
742,Data Scientist,Seen by Indeed,"Morrisville, NC",1,            Data Scientist – Machine Learning & Real-Time Decision Processing. Building new products with applied AI and bring them to market. On any given day you’ll be….,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CCtOQFBkQNFLW86JI2n3g743iSrihE9F06fLrjoo2w2Mcs0HBTxU74zD7uAuWUoQOlTOnyOTdDT5zjerrOGGTQmkS8pP6Vct9GvPXz5rorBblZDWKr2xrmEDLrBQZgFVldDN6JU5D0ZFb0-Q73AAZhCIAaA0mXPIz3M7HY9xmQz7WrDYEhEdjvmfA1T24rI-fjNOD-J81p-YlhyyBpvfWo8eyqqr32mT9K7kJNLIXxjvdo_mIWZ8XAs3YmQTyUu-Ain8YbquqPgJHJAz0ePSyHv2Tcr73oeIMovP5ZcPjVBcSh1DvbL5dYnqxoJ7FgEySFQUVjwIOEz-x27_r7LBbySNo9N46N46qxHSlBOW9SbXPtOUKiQ3uCSwPplYMwdsaUByXcrO18gCf4LUyCqzuVsQwuTl7K0kw4h3figy_cvq_DD__0AG8on2D-kpNT8BkyKeB5xxSYgTkIiN7KpiMlRGf7w85xhdFZfdmNASu0c1zyqf1_PvJA&p=16&fvj=0&vjs=3,db7694766c6dbdc8c7483f4e721711d3
743,"Data Scientist, Advertising","Amazon.com Services, Inc.","Seattle, WA",1,            Apply statistical or machine learning knowledge to specific business problems and data. Excellent verbal and written communication skills with the ability to…,https://www.indeed.com/rc/clk?jk=be933dcdd8959e76&fccid=fe2d21eef233e94a&vjs=3,632b1810761a6cb57bcc985d42922571
744,Sr Data Scientist,IQVIA,"Plymouth Meeting, PA",1,"            Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness the power of healthcare data, domain expertise,…",https://www.indeed.com/rc/clk?jk=baa9e17209af1d32&fccid=6b7a1dfe07e7f037&vjs=3,62107d24a0f6c871e11d6837d71acbd4
745,DATA SCIENTIST,"Data and Analytic Solutions, Inc. (DAS)",NA,1,"            Primary focus will be in applying data mining techniques, performing statistical analysis, and building high quality systems integrated into an existing…",https://www.indeed.com/rc/clk?jk=fda04e06596f0c60&fccid=03161e8ca6f2eb1c&vjs=3,ed99519e45dece680062a59174cb814c
746,Data Scientist / Machine Learning Engineer - Classification...,Rakuten Intelligence,"San Mateo, CA",1,            Rakuten Intelligence is looking for a Data Scientist / Machine Learning Engineer to join our Classification Science team. Conduct design and code reviews.,https://www.indeed.com/rc/clk?jk=3c1a65c54c18cdad&fccid=99f81b9c51cc1932&vjs=3,cf50f8d4db868729b290bc0d84debb4e
747,Data Scientist,ABS,"Knoxville, TN",1,"            Knowledge of R, SQL and Python; You will apply cutting edge statistical and machine learning techniques to find patterns that will improve our customers’…",https://www.indeed.com/rc/clk?jk=7a7455dafadd0947&fccid=93f480e9ca33a501&vjs=3,08b2c3677a6965dceba96daa1d8b5add
748,Data Scientist,New York City DEPARTMENT OF TRANSPORTATION,"Manhattan, NY",1,"            Candidate shouldt be proficient in Python, SQL, and GIS, and possess advanced statistical analysis abilities and data visualization skills. 55 Water St Ny Ny.",https://www.indeed.com/rc/clk?jk=2b5975b3ac95f7b4&fccid=b30a13538c309286&vjs=3,f30e9ec0085f8976d9e33f9efbabfb2d
749,Data Scientist,Valiant Integrated Services,"Camp Smith, HI",1,"            This person would support the Department of Defense applications of advanced data analytics to include machine learning, and artificial intelligence to enhance…",https://www.indeed.com/rc/clk?jk=b17c6bb8954b4214&fccid=417b94bc1bee0c80&vjs=3,c5ef9ef65d1aa54eb83d4b902584c83c
750,Data Scientist Intern (2257),ENGIE North America Inc.,"Houston, TX",1,"            Interns will work directly with ENGIE Data Scientists, Cloud Engineers and Solution Architects. Must have the ability to think analytically, present ideas…",https://www.indeed.com/rc/clk?jk=e2a49c531ce11e26&fccid=bcbba984fec63461&vjs=3,8ebe113083943b6e4404d3ffda508e50
751,Data Scientist,"Autocar Parts, LLC","Rolling Meadows, IL",1,"            3-5 years of work experience in data analytics, business analytics, software engineering, or other related field. Can you do 2 or 3 jobs instead of only one?",https://www.indeed.com/rc/clk?jk=ba092e71883d78e0&fccid=235b4fa8388a1948&vjs=3,e01ae8954f4aea7fc8fafc0d97df3c97
752,Data Scientist,Equifax,"Atlanta, GA",1,            Prior experience in hands on data and analytics is required. Experience in banking analytics is desired. Contribute to the analytical design for complex problem…,https://www.indeed.com/rc/clk?jk=8d07d2c6844159ae&fccid=34c446722f3cf576&vjs=3,8088266256a7627507538ba7c6984a4b
753,Senior Data Scientist,Millennium Corporation,"Fort Belvoir, VA",1,"            Investigate and implement new scientific analysis and methodologies to support big data analytics efforts and implement workflows, data models, indexes and…",https://www.indeed.com/rc/clk?jk=c7c3ba9e67d09c18&fccid=3f55388652e9fc1c&vjs=3,12a888cfc9bd95f6d0bbde3bd78e1955
754,Cons Prod Strat Analyst III,Bank of America,"Greensboro, NC",1,            Must have the ability to understand and manage data relationships across different systems. High aptitude for self-motivation and self-determined project work.,https://www.indeed.com/rc/clk?jk=c271bda7d881aea2&fccid=5bd99dfa21c8a490&vjs=3,4c16299e94b65070501d5150e220c2a4
755,Data Scientist Intern,"Milliman, Inc.","Huntington Beach, CA",1,"            Milliman's Health Practice provides consulting services to clients in the healthcare industry including health plans, government payers, providers and…","https://www.indeed.com/company/Milliman,-Inc./jobs/Data-Scientist-Intern-5f3f7b51163f1429?fccid=45d44cf9fb4279f0&vjs=3",0429ce5bb7d481f3bf2a4e5e6022f6c2
756,Risk Analytics Data Scientist Senior Consultant,Allstate,"Charlotte, NC",1,"            Risk analytics spans a broad set of empirically-based disciplines (applied statistics, econometrics, applied mathematics, algorithmics / optimization, and…",https://www.indeed.com/rc/clk?jk=ed14e42728b561df&fccid=3a71a4d2f7990a25&vjs=3,ddb7507bc05abe137d7ac6bb6efa6f5c
757,Data Scientist III,CDK Global,"Austin, TX",1,"            3-5+ Work experience with Economics, Statistics, Machine learning, Deep Learning. We are looking for a team member to build productionized data products to be…",https://www.indeed.com/rc/clk?jk=2fa7027beff5d50a&fccid=cf4c744760f4998e&vjs=3,37584ff85aa973055c56d27019c587ae
758,Data Scientist,Auto Club Group,"Tampa, FL",1,"            1+ years’ experience with applying machine learning techniques to real-world problems.Apply knowledge of statistics, machine learning, programming, data…",https://www.indeed.com/rc/clk?jk=f04e25526647d558&fccid=59960b35ca3f207e&vjs=3,5c09347548920502f03c62dc757664ae
759,"Data Scientist, Principal",BNY Mellon,"Pittsburgh, PA",1,"            The Digital team drives BNY Mellon’s core digitization strategy and is responsible for mapping our digital future, investing in digital client and internal…",https://www.indeed.com/rc/clk?jk=56a4daccaa0cb1ee&fccid=b4048be2884af072&vjs=3,faedce5d7daf4731566889d54d2908cf
760,Data Scientist - (BOS01- Felton Street),Reef Kitchens,"Waltham, MA",1,            Develop machine learning models and AI solutions for multivariate time-series forecasting.Experience with machine learning libraries and packages such as…,https://www.indeed.com/rc/clk?jk=88e88b555d20dc7a&fccid=0780446926d46f69&vjs=3,3cc1310f365d70b3f650322a09a9b08c
761,Data Scientist - AI Labs,BlackRock,"Palo Alto, CA",1,"            Machine learning, statistical modeling, exploratory data analysis, natural language processing, data visualization, network/graph modeling, ETL, data pipelines,…",https://www.indeed.com/rc/clk?jk=a34ef0276536fc4f&fccid=58c732f14833248a&vjs=3,45bfa9b77ee2642fb346aa9d58f8f686
762,Computer Vision Data Scientist/Engineer - Machine Vision Sys...,Applied LifeSciences & Systems,"Raleigh-Durham, NC",1,"            Applicants should be well versed in machine learning and/or neural network approaches, which will enable the business to meet project demands and obstacles.",https://www.indeed.com/company/Applied-LifeSciences-&-Systems/jobs/Computer-Vision-Data-Scientist-Engineer-ac3b621d8845cb24?fccid=f661f861fbbde4aa&vjs=3,688788d929fb07368c41730d757307fa
763,Data Mining Co-Op,Bosch Group,"Florence, KY",1,"            Working knowledge of SQL servers.This position is with Bosch Automotive Steering, within the Electric Power Steering assembly area.",https://www.indeed.com/rc/clk?jk=317a56df22dd5919&fccid=a2faf1301ac6ad4b&vjs=3,cacc02d9318c1bebe288de8263015e41
764,Data Scientist,Southern California Edison,"Rosemead, CA",1,"            You will work the mining of the data for insights, development and implementation of new and advanced forecasting models using advanced statistics and machine…",https://www.indeed.com/rc/clk?jk=923ddcd9ddfe3978&fccid=699f2e990e95e8eb&vjs=3,471741c092d53e4e81ef9bade5973891
765,Data Scientist / Quantitative Researcher – High Frequency Fu...,Wolverine Trading,"Chicago, IL",1,            Advanced knowledge of modern statistical and machine learning techniques. Proficiency in at least one statistical package and one machine learning package in…,https://www.indeed.com/rc/clk?jk=a3564af7f4d90d88&fccid=1ec8c83c883d1273&vjs=3,bf9339c50c395debf34c8f7f1c397fdf
766,Real World Evidence Data Scientist,American Society of Clinical Oncology,"Alexandria, VA",1,            CancerLinQ was created by the American Society of Clinical Oncology (ASCO) to aggregate data from the day-to-day care of cancer patients to improve the quality…,https://www.indeed.com/rc/clk?jk=b94b4a22bc7bfc8f&fccid=36e7f81c1313499a&vjs=3,3903210f49750894962ee9278fda93e1
767,"Data Scientist - Fraud Engineering, Algorithms, and Risk",Apple,"Santa Clara Valley, CA",1,"            Our team protects Apple services and customers from fraud and abuse through a combination of threat modeling, data analysis, and machine learning.",https://www.indeed.com/rc/clk?jk=3820cb3051c0ef58&fccid=c1099851e9794854&vjs=3,01d62c7c107ebaa7f307babc52a364ed
768,Data Scientist,Ancore,"Franklin, TN",1,            Previous experience creating complex and custom SQL queries and algorithms to deliver study data for internal and external clients.,https://www.indeed.com/rc/clk?jk=99db326a5a8116b5&fccid=69a47e698e5e15c3&vjs=3,5c04e7f84ee3851ff58b3335972ac01a
769,Data Scientist / Data Analyst,Arosys,"Sunnyvale, CA",1,"            As part of this fast-growing team, you’ll develop deep insights for our business units to execute as we continue to grow, and have a tremendous impact on the…",https://www.indeed.com/rc/clk?jk=bd93f3f05cd92625&fccid=dc179bf07c38b2bd&vjs=3,9b485e96b89332daf15e9c8b845c6cfd
770,Data Scientist,JMI Labs,"North Liberty, IA",1,            This person is also responsible for checking the data integrity ofanalysis results before delivering the data to scientists or after documentshave been…,https://www.indeed.com/company/JMI-Labs/jobs/Data-Scientist-d914ed2d9ec67a8a?fccid=c50d12571721e65a&vjs=3,aacf23bc0a9f6eeb9c78c46af99f4ff9
771,Data Scientist,"Transworld Systems, Inc.","Lake Forest, IL",1,"            We provide Equal Employment Opportunity for all individuals regardless of race, color, religion, gender, age, national origin, marital status, sexual…",https://www.indeed.com/rc/clk?jk=9bdac03c11c1c584&fccid=ee3714418a68e90d&vjs=3,1c8d7333ac51641971c5c735eeee13a7
772,Data Scientist,Primesys Technologies,"South Plainfield, NJ",1,"            Passionate for continuous learning, experimenting, applying and contributing towards cutting edge open source technologies and software paradigms.",https://www.indeed.com/rc/clk?jk=55c10d1034fe0b5b&fccid=1e01277d9001512a&vjs=3,a80fff32a03afd647373278dcbe4b7e3
773,Associate Data Scientist,Macy's,"Johns Creek, GA",1,"            Experience with extraction and manipulation of relational databases (SQL) Programming and analytical experience in major analytics software packages (SAS, R,…",https://www.indeed.com/rc/clk?jk=e5d6cb2539b75d73&fccid=6df24d87c9f05a07&vjs=3,4d4bc850949e3113a80d2c5dca6cf705
774,Data Scientist (Entry),AnaVation LLC,"Washington, DC",1,"            R, SAS, Python, MatLab, SQL, Hive, Pig, and Spark.Demonstrated ability to extract meaning from and interpret data using a variety of tools and methods from…",https://www.indeed.com/rc/clk?jk=9d4dc521baa44173&fccid=76bdf609d8e825a5&vjs=3,ab62197ddabefde4df1ece289455d79f
775,Data Scientist Intern,INFISWIFT TECHNOLOGIES,"Milpitas, CA",1,"            This application optimizes a complex manufacturing pipeline by applying various mathematical/statistical/data science techniques, including machine learning on…",https://www.indeed.com/rc/clk?jk=058c657ff21282e6&fccid=da0e448e9f23dcc3&vjs=3,316ef4ec611f70a0fa78d9235d402dfc
776,Data Scientist,BPMLinks,"Denver, CO",1,"            Experience with common data science toolkits, such as R, MatLab, etc;Provide technical or functional guidance to project or work teams as needed within a…",https://www.indeed.com/rc/clk?jk=c892b1857ee7eb73&fccid=4f051ec7153ae173&vjs=3,da3d7cf73b84056dbd3c7d8f893a0e47
777,Data Analyst,Yang2020,"New York, NY",1,"            Yang2020 is an Equal Opportunity Employer and does not discriminate on the basis of race, color, religion, sex, age, national origin, genetic information,…",https://www.indeed.com/rc/clk?jk=55596a80f15c59a8&fccid=877cae5cde4da80e&vjs=3,0b198eb1b492d4b6a8074c3e3ffdfea4
778,2020 Automation and Artificial Intelligence Internship,Guardian Life Insurance Company,"Bethlehem, PA",1,            Participate and engage in various intern learning and development events. You will gain invaluable industry and organizational knowledge through daily business…,https://www.indeed.com/rc/clk?jk=864d0d5637f3d288&fccid=be86dcd6c4c7908c&vjs=3,9fb0fdfc2c41a2f4ae097e2970e796cc
779,"Net with Machine Learning, Natural Language Processing, Ela...",InventSoft,"Austin, TX",1,            Strong background in data modeling and database design concepts. Experience with No SQL DB like ES. Familiar with writing secure code and following security…,https://www.indeed.com/company/InventSoft/jobs/Net-Machine-Learning-41c819e51f64c800?fccid=1f9fab2859af7532&vjs=3,1b0eec5c1052144ec07c0af10284bdcd
780,Data Scientist,Somshay LLC,"Tampa, FL",1,"            Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc. Experience with common data…",https://www.indeed.com/company/Shrijitech/jobs/Data-Scientist-172d6c2b17eee563?fccid=43076aee67bdf0af&vjs=3,116d7cb67b9584d55e65f87955f549df
781,Data Science Advisor - High Performance Providers & Networks,Cigna,NA,1,"            Qualified applicants will be considered without regard to race, color, age, disability, sex (including pregnancy), childbirth or related medical conditions…",https://www.indeed.com/rc/clk?jk=8884c5a3ba7e3761&fccid=afbf8c270610a38a&vjs=3,be5bad1a25fed99172672ba1f817f552
782,"Data Scientist, Ad Platforms",Apple,"Santa Clara Valley, CA",1,"            You've earned a PhD in Machine Learning, Statistics, Economics, Optimization or related field with experience building production systems or have equivalent…",https://www.indeed.com/rc/clk?jk=06f2d2575471d1eb&fccid=c1099851e9794854&vjs=3,b8ab9690338d43d0633b4c37f5ec5e1b
783,Vans Associate Data Scientist,VF Corporation,"Costa Mesa, CA",1,            Your attention to details and strong analytical and data qualifications will help you manage plans and projects simultaneously and ensure a high level of…,https://www.indeed.com/rc/clk?jk=b56c0142f03a823b&fccid=c734dc8b03fc4451&vjs=3,ec2d940a153a6262a14165dfaa2437ce
784,Associate Data Scientist,Unified,"Atlanta, GA",1,            You have a strong analytics and programming background and are ready to start applying this to the world of data science. Advanced programming skills in Python.,https://www.indeed.com/rc/clk?jk=08b1c4a9a3313548&fccid=6420a34b522a3a4f&vjs=3,de3d7de90d73964c2ef743729b66da03
785,Data Scientist Analyst (PS20721),"Anthem, Inc.",NA,1,            Required understanding of the data science lifecycle and processes and ability to manage the project delivery of DS projects.,https://www.indeed.com/rc/clk?jk=f62db7ba9f1bf6c0&fccid=2a4da7fa99f4b9ae&vjs=3,142809fde83dba9a4d184a1014185b1d
786,Senior Data Scientist (Active DOD Secret Clearance Required),Stem IT,"Springfield, VA",1,"            Python and R, Sql, modern BI tools, and have machine learning and predictive analytics experience.Creating data analytic models to improve data metrics,…",https://www.indeed.com/company/Stem-IT/jobs/Senior-Data-Scientist-81a5f02e4cdc4c10?fccid=83c27207641f067f&vjs=3,088f869a2809b9bf3f986524c4c5a5bd
787,Senior Data Scientist,CoreCompete,"Durham, NC",1,"            Work with Retail, Manufacturing, Services and Financial Services organizations to understand business requirements to develop analytical models using techniques…",https://www.indeed.com/rc/clk?jk=404a95b2915961ee&fccid=6d4c89fef94a8c98&vjs=3,0c3d528ac96b9da3bd98f03c491df631
788,Data Scientist,ABS,"Arlington, VA",1,"            Knowledge of R, SQL and Python;You will apply cutting edge statistical and machine learning techniques to find patterns that will improve our customers’…",https://www.indeed.com/rc/clk?jk=7c5d80f666c6b885&fccid=93f480e9ca33a501&vjs=3,a547ac07c7f3cad8cdaaf61ee579f1f4
789,Marketing Data Scientist,Flexential,"Denver, CO",1,"            Apply predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications.",https://www.indeed.com/rc/clk?jk=52e4243d0466ec5f&fccid=093428069580c202&vjs=3,d4148d8c97c34879d5faed85b57615ee
790,Senior Data Analyst,Onco360,"Louisville, KY",1,"            The Senior Data Analyst will have responsibility for business analytics and financial analysis.Additionally, create and distribute a daily sales report by rep…",https://www.indeed.com/rc/clk?jk=e9a2535b4aa702a6&fccid=83ad98d71ffc6d57&vjs=3,1373b9dea9b8ca6e389b5fb7c2a082ea
791,Data Scientist,Verveba Analytics,"Richardson, TX",1,"            3 + yrs Experience with data mining techniques and practices (filtering, classification) and analytics functions (over, median, rank).",https://www.indeed.com/rc/clk?jk=49beebcfd6387e77&fccid=17fea07d6ab60774&vjs=3,afe0cddee42ecc2aa7844443c949a479
792,Lead Data Scientist,Tuple Health,"Washington, DC",1,"            At Tuple Health, we are committed to building a better future of health by addressing the current challenges in the healthcare ecosystem.",https://www.indeed.com/company/Tuple-Health/jobs/Lead-Data-Scientist-a719f668ce58c736?fccid=4f477ae4d307297e&vjs=3,bec057a4898fdaf89c71051a7bf2d3ed
793,Data Scientist,Pandera Systems,"Charlotte, NC",1,"            Health, dental, and vision offered through top tier providers and unlimited sick leave to keep you feeling at the top of your game. What do you get out of this?",https://www.indeed.com/rc/clk?jk=36123d8156929929&fccid=505d1fb00d86d35b&vjs=3,57131053f67b73e74e51964bacde6eac
794,Data Scientist,2 Partners Marketing LLC,"West Palm Beach, FL",1,            You must be flexible in responding to changing priorities and able to manage several ongoing concurrent projects. Perform other duties as required or assigned.,https://www.indeed.com/company/2-Partners-Marketing-LLC/jobs/Data-Scientist-8668e4e3390d65b9?fccid=c6de1015e7f6c151&vjs=3,97299890925160de31ac05353b90bb2b
795,"Data Scientist (Entry-Level), Product Analytics (Temporary)",Brain Corp,"San Diego, CA",1,"            The entry-level Data Scientist, Product Analytics owns the definition, execution, and delivery of advanced analytics for Brain Corporation's Product Analytics…",https://www.indeed.com/rc/clk?jk=063eb6325d33de0f&fccid=83187a839e97af49&vjs=3,13f6c13291787a416ca659617bb91881
796,Data Scientist (Machine Learning),Apple,"Santa Clara Valley, CA",1,            The Computer Vision team that developed Face ID is looking for a data scientist with an emphasis on deep system understanding through data analysis.,https://www.indeed.com/rc/clk?jk=f57527871f012fe1&fccid=c1099851e9794854&vjs=3,8a3524e48feea7250265122569932b97
